Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total SF,Total Bathrooms,House Age,Years Since Remodel,Has Pool
763,904301060,90,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,4,6,1200.0,1,0.0,0.0,GasA,3,Y,SBrkr,0,1200,3,1,3,5,Typ,0,0,None,1987.0,None,0.0,0.0,0,0,Y,120,0,0,0,0,0,0,None,None,0,3,2009,WD ,Alloca,12.095146671399466,2400.0,6.0,22,21,0
389,527375180,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,3,3,CBlock,3,3,1,5,888.0,1,0.0,228.0,GasA,5,Y,SBrkr,0,1116,3,1,3,6,Typ,1,3,Attchd,1974.0,RFn,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,4,2009,WD ,Normal,12.031129798974042,2232.0,3.0,35,35,0
236,905426060,30,RL,85.0,10625,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,108.0,1,0.0,350.0,GasA,2,N,SBrkr,0,835,2,1,3,5,Typ,0,0,Basment,1920.0,Unf,1.0,366.0,2,3,Y,0,0,77,0,0,0,0,None,Shed,400,5,2010,COD,Abnorml,11.326607934898927,1293.0,1.0,90,60,0
2544,534276230,90,RL,70.0,8393,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,3,3,1,2,528.0,1,0.0,1098.0,GasA,5,Y,SBrkr,0,1712,4,2,3,8,Typ,0,0,Attchd,2005.0,Fin,2.0,588.0,3,3,Y,272,54,0,0,0,0,0,None,None,0,6,2006,WD ,Family,11.884495917930655,3338.0,2.0,47,1,0
1985,902205020,50,RM,50.0,5925,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,2,122.0,3,448.0,0.0,GasA,4,N,SBrkr,0,1141,3,1,3,6,Typ,0,0,Detchd,1930.0,Unf,1.0,252.0,2,2,Y,0,0,96,0,0,0,0,None,None,0,5,2007,ConLw,Normal,11.350418300109132,1711.0,1.0,107,57,0
268,907290040,20,RL,48.0,12137,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1649.0,GasA,5,Y,SBrkr,0,1661,3,1,4,6,Typ,0,0,Attchd,1998.0,RFn,2.0,598.0,3,3,Y,0,34,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,12.323415584358154,3310.0,2.0,12,12,0
771,905103040,60,RL,70.0,11184,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,3,3,1,2,226.0,3,500.0,192.0,GasA,4,Y,SBrkr,0,1683,3,1,3,7,Typ,1,3,Attchd,1978.0,RFn,2.0,440.0,3,3,Y,243,0,0,0,0,0,0,None,None,0,7,2009,WD ,Normal,12.058158312538197,2601.0,2.5,31,31,0
2166,907420060,60,RL,64.0,8333,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,738.0,GasA,4,Y,SBrkr,0,1491,3,1,4,7,Typ,1,4,Attchd,2006.0,RFn,2.0,484.0,3,3,Y,100,30,0,0,0,0,0,None,None,0,5,2007,WD ,Normal,12.035734994038894,2229.0,2.5,1,1,0
438,528120020,20,RL,87.0,11146,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1709.0,GasA,5,Y,SBrkr,0,1717,3,1,4,7,Typ,1,4,Attchd,2006.0,RFn,3.0,908.0,3,3,Y,169,39,0,0,0,0,0,None,None,0,7,2009,WD ,Normal,12.450981602512561,3426.0,2.0,3,3,0
674,535425070,20,RL,,17600,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,1,4,1270.0,1,0.0,208.0,GasA,5,Y,FuseA,0,1478,3,1,3,6,Typ,2,4,Attchd,1960.0,Unf,2.0,498.0,3,3,Y,0,40,0,0,0,0,0,None,None,0,12,2009,WD ,Normal,11.967187086434018,2956.0,3.0,49,49,0
250,906378100,20,RL,64.0,10475,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1694.0,GasA,5,Y,SBrkr,0,1694,3,1,4,7,Typ,0,0,Attchd,2008.0,RFn,3.0,776.0,3,3,Y,160,33,0,0,0,0,0,None,None,0,2,2010,WD ,Normal,12.41044511731981,3388.0,2.0,2,2,0
2202,909252150,70,RL,63.0,4000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,6,246.0,1,0.0,285.0,GasA,3,Y,SBrkr,0,1098,2,1,3,5,Typ,1,4,Detchd,1930.0,Unf,1.0,216.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,6,2007,WD ,Normal,11.908346971208951,1629.0,2.0,77,12,0
1575,916382120,20,RL,71.0,9520,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,4,3,PConc,4,3,4,6,1513.0,1,0.0,125.0,GasA,5,Y,SBrkr,0,1646,3,1,4,7,Typ,1,4,Attchd,2008.0,RFn,3.0,800.0,3,3,Y,192,44,0,0,0,0,0,None,None,0,4,2008,New,Partial,12.588194064175278,3284.0,3.0,1,0,0
2143,907227060,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,671.0,1,0.0,193.0,GasA,4,Y,SBrkr,0,864,3,1,5,5,Typ,0,0,Detchd,1977.0,Fin,2.0,576.0,4,5,Y,155,0,0,0,0,0,0,None,None,0,9,2007,WD ,Normal,11.751950239425476,1728.0,2.0,35,7,0
2082,905475520,30,RL,,11515,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,GasA,3,N,SBrkr,0,943,3,1,4,5,Min2,0,0,Detchd,1958.0,Unf,1.0,308.0,3,3,N,0,0,60,0,0,0,0,None,None,0,8,2007,WD ,Normal,11.289794413577894,943.0,1.0,49,13,0
2556,534451120,30,RL,51.0,5900,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,440.0,GasA,3,Y,FuseA,0,869,2,1,2,4,Typ,0,0,None,1923.0,None,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,None,None,0,8,2006,WD ,Normal,11.356283350762888,1309.0,1.0,83,48,0
2507,533212100,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,600.0,GasA,5,Y,SBrkr,80,1200,2,1,4,4,Typ,0,0,Detchd,2005.0,RFn,2.0,480.0,3,3,Y,0,166,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,11.92504173829169,1720.0,2.5,1,1,0
2677,903231190,50,RM,,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,4,3,1,1,0.0,1,0.0,896.0,GasA,4,Y,FuseA,0,1344,3,1,3,7,Typ,0,0,Detchd,1936.0,Unf,1.0,240.0,2,3,Y,200,114,0,0,0,0,0,None,None,0,4,2006,WD ,Normal,11.652696102959753,2240.0,1.0,70,56,0
449,528166090,20,RL,110.0,15274,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,724.0,4,3,PConc,5,3,1,6,1972.0,1,0.0,480.0,GasA,5,Y,SBrkr,0,2452,3,1,5,10,Typ,1,4,Attchd,2003.0,Fin,3.0,886.0,3,3,Y,0,116,0,0,0,0,0,MnPrv,None,0,7,2009,WD ,Normal,13.005831808336863,4904.0,4.0,6,6,0
1470,907290250,120,RM,,4426,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4,3,PConc,4,3,2,6,662.0,1,0.0,186.0,GasA,5,Y,SBrkr,0,848,1,1,4,3,Typ,0,0,Attchd,2004.0,RFn,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,None,None,0,2,2008,WD ,Normal,11.884495917930655,1696.0,2.0,4,4,0
717,902326030,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,None,0.0,4,3,Stone,3,2,1,1,0.0,1,0.0,1240.0,GasW,3,N,SBrkr,0,2640,4,1,4,8,Typ,1,4,Detchd,1950.0,Unf,4.0,864.0,3,3,N,181,0,386,0,0,0,0,None,None,0,5,2009,WD ,Normal,12.491176396967154,3880.0,1.5,129,6,0
2342,527256120,20,RL,90.0,18261,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,420.0,5,3,PConc,5,3,4,6,1416.0,1,0.0,494.0,GasA,5,Y,SBrkr,0,2000,3,1,5,8,Typ,2,4,Attchd,2005.0,Unf,3.0,722.0,3,3,Y,351,102,0,0,123,0,0,None,None,0,9,2006,WD ,Normal,13.060490101343552,3910.0,3.5,1,1,0
2553,534430110,20,RL,,11425,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,4,486.0,1,0.0,522.0,GasA,4,Y,SBrkr,0,1008,2,1,3,4,Typ,1,4,Attchd,1954.0,RFn,1.0,275.0,3,3,Y,0,0,120,0,0,0,0,None,None,0,7,2006,WD ,Normal,11.827743504053695,2016.0,1.0,52,52,0
2049,905100060,190,RL,75.0,11235,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,925.0,1,0.0,0.0,GasA,3,Y,SBrkr,0,999,3,1,3,6,Typ,0,0,Detchd,1963.0,Unf,1.0,308.0,3,3,Y,40,176,0,0,0,0,0,MnPrv,None,0,3,2007,WD ,Normal,11.775297421715827,1924.0,2.0,44,44,0
1902,534450090,20,RL,50.0,5000,Pave,None,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,GasA,2,N,FuseF,0,334,1,1,2,2,Typ,0,0,None,1946.0,None,0.0,0.0,0,0,N,0,0,0,0,0,0,0,None,None,0,1,2007,WD ,Normal,10.579005242826247,334.0,1.0,61,57,0
1169,533215030,120,FV,,4538,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,4,3,PConc,5,3,3,6,1004.0,1,0.0,306.0,GasA,5,Y,SBrkr,0,1310,1,1,4,5,Typ,1,3,Attchd,2001.0,RFn,2.0,545.0,3,3,Y,277,45,0,0,0,0,0,None,None,0,7,2008,WD ,Normal,12.560247968016562,2620.0,2.5,7,7,0
83,531477050,30,RH,70.0,9800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,1,1,0.0,1,0.0,816.0,GasA,3,N,FuseA,0,1012,2,1,3,5,Typ,0,0,Detchd,1920.0,Unf,1.0,429.0,3,3,Y,121,0,80,0,0,0,0,None,None,0,4,2010,WD ,Normal,11.119897691565697,1828.0,1.0,90,60,0
2367,527450210,160,RM,21.0,1953,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,3,3,CBlock,3,2,1,4,309.0,1,0.0,174.0,GasA,3,Y,SBrkr,0,987,2,1,3,5,Typ,0,0,Detchd,1973.0,Unf,1.0,264.0,3,3,Y,72,0,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,11.326607934898927,1470.0,1.5,33,33,0
1461,907255030,60,RL,,9720,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,4,3,PConc,4,3,2,6,1194.0,1,0.0,163.0,GasA,5,Y,SBrkr,0,1947,3,1,4,7,Typ,1,3,BuiltIn,2001.0,Fin,3.0,725.0,3,3,Y,168,116,0,0,0,0,0,None,None,0,1,2008,WD ,Normal,12.520887034998584,3304.0,3.5,7,6,0
1894,534403290,60,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,3,4,CBlock,3,3,1,5,414.0,1,0.0,431.0,GasA,5,Y,SBrkr,0,2154,5,1,3,8,Typ,1,4,Attchd,1964.0,RFn,2.0,539.0,3,3,Y,0,0,0,0,161,0,0,MnPrv,None,0,7,2007,WD ,Normal,12.32163544049751,2999.0,2.5,43,10,0
1669,527404140,20,RL,70.0,8294,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,858.0,GasA,3,Y,SBrkr,0,872,3,1,3,5,Typ,0,0,Detchd,1974.0,Unf,4.0,480.0,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,6,2007,WD ,Normal,11.719947764402807,1730.0,1.0,36,36,0
2001,902404010,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,3,338.0,1,0.0,1221.0,GasA,4,Y,SBrkr,0,1559,2,1,3,5,Min2,0,0,Detchd,1948.0,Unf,2.0,812.0,3,3,Y,0,116,230,0,0,0,0,GdWo,None,0,6,2007,COD,Normal,11.941462360646149,3118.0,2.0,59,34,0
476,528235090,60,RL,,8068,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1010.0,GasA,5,Y,SBrkr,0,2267,4,1,4,8,Typ,1,3,BuiltIn,2002.0,RFn,2.0,390.0,3,3,Y,120,46,0,0,0,0,0,None,None,0,12,2009,ConLI,Normal,12.206077645517674,3277.0,2.5,7,7,0
518,528458020,20,FV,90.0,7993,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1436.0,GasA,5,Y,SBrkr,0,1436,3,1,4,6,Typ,0,0,Attchd,2008.0,Fin,2.0,529.0,3,3,Y,0,121,0,0,0,0,0,None,None,0,10,2009,New,Partial,12.323860125621126,2872.0,2.0,1,0,0
405,527451320,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,630.0,GasA,3,Y,SBrkr,0,1302,3,1,3,6,Typ,0,0,Detchd,1991.0,Unf,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2009,COD,Abnorml,11.626263078808801,1932.0,2.5,38,38,0
385,527365030,60,FV,75.0,8004,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,4,3,PConc,4,3,1,6,544.0,1,0.0,288.0,GasA,5,Y,SBrkr,0,1935,3,1,3,8,Typ,0,0,BuiltIn,2009.0,Fin,2.0,552.0,3,3,Y,0,150,0,0,0,0,0,None,None,0,12,2009,New,Partial,12.481565733211923,2767.0,3.5,0,0,0
2376,527452310,85,RL,68.0,7838,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,769.0,1,0.0,95.0,GasA,3,Y,SBrkr,0,900,3,1,3,6,Typ,1,1,Attchd,1967.0,RFn,1.0,288.0,3,3,Y,175,144,0,0,0,0,0,MnWw,None,0,12,2006,WD ,Normal,11.719947764402807,1764.0,2.0,39,39,0
2153,907275150,60,RL,,12728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,4,3,PConc,4,3,2,6,1198.0,1,0.0,333.0,GasA,5,Y,SBrkr,0,2439,4,1,4,7,Typ,1,3,Attchd,2001.0,Fin,2.0,560.0,3,3,Y,184,121,0,0,0,0,0,None,None,0,1,2007,WD ,Normal,12.524530013005734,3970.0,3.5,6,6,0
1634,527184020,120,RL,38.0,4740,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,CBlock,4,3,4,6,248.0,1,0.0,918.0,GasA,4,Y,SBrkr,0,1179,2,1,3,5,Typ,0,0,Attchd,1988.0,RFn,2.0,480.0,3,3,Y,0,108,0,0,135,0,0,None,None,0,10,2007,WD ,Normal,12.111767460549332,2345.0,3.0,19,19,0
2795,907262080,60,RL,70.0,8726,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,872.0,GasA,5,Y,SBrkr,0,1909,4,1,4,8,Typ,0,0,BuiltIn,2002.0,RFn,2.0,529.0,3,3,Y,0,108,0,0,0,0,0,None,None,0,9,2006,WD ,Normal,12.190964083849375,2781.0,2.5,4,4,0
689,535476110,90,RL,75.0,8604,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,3,4,CBlock,4,3,3,6,941.0,1,0.0,0.0,GasA,4,Y,SBrkr,0,941,2,1,4,4,Typ,0,0,Attchd,1978.0,Unf,2.0,564.0,3,3,Y,0,40,0,0,0,0,0,None,None,0,11,2009,WD ,Normal,11.884495917930655,1882.0,2.0,31,31,0
1241,535176100,20,RL,90.0,13200,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,187.0,3,3,CBlock,3,3,1,2,958.0,1,0.0,437.0,GasA,5,Y,SBrkr,0,1570,3,1,3,5,Typ,1,3,Attchd,1958.0,RFn,2.0,441.0,3,3,Y,490,0,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,12.02455676409265,2965.0,2.0,50,50,0
63,528363130,60,RL,98.0,12256,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,3,6,1032.0,1,0.0,431.0,GasA,5,Y,SBrkr,0,2622,3,1,4,9,Typ,2,3,Attchd,1994.0,RFn,2.0,712.0,3,3,Y,186,32,0,0,0,0,0,None,None,0,4,2010,WD ,Normal,12.691583538230217,4085.0,3.5,16,15,0
853,907200230,20,RL,60.0,8430,Pave,None,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,3,3,CBlock,4,3,1,3,616.0,1,0.0,424.0,GasA,3,Y,SBrkr,0,1040,3,1,3,5,Typ,0,0,None,1978.0,None,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,None,None,0,8,2009,WD ,Normal,11.728044909070785,2080.0,2.0,31,31,0
2689,903430090,50,RM,59.0,5310,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,2,1,1,0.0,1,0.0,485.0,GasA,4,Y,SBrkr,0,1635,2,1,4,5,Typ,0,0,Attchd,1950.0,Unf,1.0,255.0,2,3,Y,394,0,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,11.669937760751914,2120.0,1.0,96,3,0
2417,528221100,60,RL,105.0,15578,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,728.0,GasA,4,Y,SBrkr,0,1456,3,1,3,8,Typ,0,0,Attchd,2006.0,RFn,2.0,429.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2006,New,Partial,12.059809113551397,2184.0,2.5,0,0,0
1263,535425060,20,RL,76.0,11355,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,3,3,CBlock,3,3,1,4,637.0,1,0.0,675.0,GasA,5,Y,SBrkr,0,1312,3,1,3,6,Typ,1,4,Attchd,1958.0,RFn,2.0,495.0,3,3,Y,0,304,144,0,0,0,0,MnPrv,Othr,6500,4,2008,WD ,Normal,12.133507329024972,2624.0,1.5,50,7,0
224,905106140,60,RL,80.0,9364,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,3,3,CBlock,3,3,1,5,371.0,1,0.0,292.0,GasA,3,Y,SBrkr,0,1352,4,1,3,7,Typ,0,0,Attchd,1969.0,Fin,1.0,299.0,3,3,Y,379,36,0,0,0,0,0,MnPrv,None,0,3,2010,WD ,Normal,11.970356641102999,2015.0,1.5,41,41,0
2194,908276230,20,RL,60.0,8190,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,732.0,1,0.0,216.0,GasA,5,Y,SBrkr,0,948,3,1,3,5,Typ,1,3,Detchd,1956.0,Unf,1.0,280.0,3,3,Y,0,36,0,0,0,0,0,None,None,0,10,2007,WD ,Normal,11.686887175419702,1896.0,2.0,53,53,0
374,527326150,20,RL,,16635,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,4,3,CBlock,4,3,1,5,1246.0,1,0.0,356.0,GasA,4,Y,SBrkr,0,1602,3,1,4,8,Typ,1,3,Attchd,1977.0,Fin,2.0,529.0,3,3,Y,240,0,0,0,0,0,0,None,None,0,6,2009,WD ,Normal,12.278397958261774,3204.0,2.5,32,9,0
1825,532377050,20,RL,84.0,7476,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,812.0,1,0.0,228.0,GasA,3,Y,SBrkr,0,1040,3,1,3,5,Typ,0,0,Detchd,1991.0,Fin,2.0,686.0,3,3,Y,188,0,0,0,0,0,0,None,None,0,6,2007,WD ,Normal,11.884495917930655,2080.0,2.5,39,39,0
2477,531376050,60,RL,74.0,7632,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4,3,1,1,0.0,1,0.0,784.0,GasA,5,Y,SBrkr,0,1585,3,1,4,7,Typ,0,0,Attchd,2005.0,RFn,2.0,449.0,3,3,Y,100,77,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,12.127575825689417,2369.0,2.5,1,1,0
